production_budget,worldwide_gross,title_year,aspect_ratio,duration,cast_total_facebook_likes,budget,imdb_score,gross
125000000.0,960283305.0,2010.0,2.1269761542364285,108.5771861260381,14719.0,40455386.33009198,6.4,48319332.86913114
125000000.0,767820459.0,2006.0,2.35,174.0,16008.0,125000000.0,6.6,217536138.0
125000000.0,629969804.0,2011.0,2.35,132.0,55345.0,125000000.0,7.3,209805005.0
125000000.0,535663443.0,2011.0,2.35,129.0,22403.0,125000000.0,7.5,186830669.0
125000000.0,556319450.0,2004.0,2.35,124.0,20553.0,125000000.0,6.4,186739919.0
125000000.0,399005706.0,2012.0,2.35,124.0,24098.0,130000000.0,7.0,126464904.0
125000000.0,280355920.0,2012.0,2.35,135.0,12175.0,125000000.0,6.7,113165635.0
125000000.0,238317814.0,1997.0,1.85,125.0,2699.0,125000000.0,3.7,107285004.0
125000000.0,61698899.0,1999.0,2.35,102.0,1815.0,85000000.0,6.6,32694788.0
123000000.0,345141403.0,2000.0,1.85,110.0,4146.0,123000000.0,6.0,260031035.0
120000000.0,328711434.0,2000.0,2.35,130.0,2684.0,140000000.0,6.4,182618434.0
120000000.0,288215319.0,2007.0,2.35,92.0,15302.0,130000000.0,5.6,131920333.0
120000000.0,607987022.0,2012.0,1.85,127.0,2121.0,120000000.0,8.0,124976634.0
120000000.0,229545589.0,2007.0,2.35,123.0,14017.0,110000000.0,5.2,115802596.0
120000000.0,200421835.0,2016.0,2.35,123.0,13752.0,120000000.0,7.1,108521835.0
120000000.0,227200000.0,2003.0,2.35,107.0,4046.0,120000000.0,4.8,100685880.0
120000000.0,286192091.0,2013.0,2.35,109.0,17689.0,115000000.0,6.6,93050117.0
120000000.0,287916633.0,2013.0,2.35,124.0,22004.0,120000000.0,7.0,89021735.0
120000000.0,166000000.0,2002.0,1.85,77.0,2682.0,120000000.0,5.4,64736114.0
120000000.0,107212751.0,2004.0,2.35,134.0,17159.0,105000000.0,6.7,57637485.0
120000000.0,93394462.0,2008.0,2.35,135.0,902.0,120000000.0,6.1,43929341.0
120000000.0,49628177.0,2010.0,1.85,121.0,993.0,120000000.0,5.3,30212620.0
117000000.0,258751370.0,2010.0,2.35,117.0,12731.0,117000000.0,6.3,76418654.0
115000000.0,1027044677.0,1999.0,2.35,136.0,37723.0,115000000.0,6.5,474544677.0
115000000.0,848998877.0,2005.0,2.35,140.0,44042.0,113000000.0,7.6,380262555.0
115000000.0,656695615.0,2002.0,1.78,142.0,42990.0,115000000.0,6.7,310675583.0
115000000.0,559757719.0,2001.0,1.85,92.0,15013.0,115000000.0,8.1,289907418.0
115000000.0,416456852.0,2013.0,2.35,138.0,23755.0,120000000.0,6.7,132550960.0
115000000.0,178200000.0,1997.0,2.35,108.0,1569.0,116000000.0,5.8,67155742.0
115000000.0,164602163.0,2016.0,2.35,120.0,46719.0,115000000.0,6.1,47952020.0
115000000.0,77628265.0,2002.0,2.35,153.0,15046.0,115000000.0,6.0,40911830.0
113500000.0,132999811.0,2008.0,2.35,116.0,1609.0,78000000.0,5.1,48319332.86913114
112000000.0,232017848.0,2010.0,2.35,85.0,1173.0,112000000.0,4.9,42776259.0
110000000.0,716392705.0,2013.0,2.35,91.0,87.0,100000000.0,7.8,274084951.0
110000000.0,579446407.0,2006.0,1.85,108.0,55486.0,110000000.0,6.4,250863268.0
110000000.0,486124090.0,2005.0,2.35,126.0,22722.0,120000000.0,6.5,186336103.0
110000000.0,469590832.0,2015.0,2.35,114.0,16718.0,110000000.0,6.1,155181732.0
110000000.0,563749323.0,2011.0,1.78,103.0,692.0,110000000.0,5.5,142614158.0
110000000.0,382288147.0,2007.0,2.35,129.0,13961.0,110000000.0,7.2,134520804.0
110000000.0,362989076.0,2004.0,2.35,125.0,19359.0,110000000.0,6.4,125531634.0
110000000.0,339504276.0,1997.0,2.35,119.0,2958.0,110000000.0,6.5,125332007.0
110000000.0,215300000.0,2000.0,2.35,142.0,19454.0,110000000.0,7.1,113330342.0
110000000.0,330780051.0,2014.0,2.35,102.0,10583.0,110000000.0,6.2,106369117.0
110000000.0,208370892.0,2004.0,2.35,170.0,34582.0,110000000.0,7.5,102608827.0
110000000.0,229155503.0,2011.0,2.35,119.0,13391.0,120000000.0,5.8,98780042.0
110000000.0,263880341.0,2011.0,2.35,127.0,22254.0,110000000.0,7.1,85463309.0
110000000.0,348547523.0,2013.0,1.85,105.0,914.0,105000000.0,5.4,71017784.0
110000000.0,152364370.0,2009.0,2.35,106.0,19906.0,100000000.0,6.4,65452312.0
110000000.0,89737191.0,2013.0,2.35,114.0,12908.0,110000000.0,6.7,61656849.0
110000000.0,76482461.0,2004.0,1.78,76.0,13607.0,110000000.0,5.4,50026353.0
110000000.0,150468000.0,1997.0,2.35,121.0,2027.0,160000000.0,3.7,48068396.0
109000000.0,887217688.0,2001.0,2.35,171.0,22342.0,93000000.0,8.8,313837577.0
109000000.0,133818283.0,2003.0,1.85,82.0,2762.0,109000000.0,3.8,100446895.0
109000000.0,87683966.0,2001.0,2.35,165.0,14196.0,107000000.0,6.8,58183966.0
108000000.0,640055863.0,2015.0,2.35,151.0,14831.0,108000000.0,8.1,228430993.0
105000000.0,348629585.0,2004.0,2.35,115.0,12068.0,120000000.0,7.1,144795350.0
105000000.0,298815224.0,1999.0,1.85,84.0,3382.0,133000000.0,5.9,140015224.0
105000000.0,270997378.0,2009.0,1.85,97.0,2480.0,105000000.0,7.1,104374107.0
105000000.0,269065678.0,2002.130733382389,2.1269761542364285,22.0,5.0,40455386.33009198,7.2,48319332.86913114
105000000.0,10364769.0,2001.0,1.85,104.0,3133.0,90000000.0,4.4,6712451.0
103300000.0,232643008.0,2000.0,2.35,127.0,29069.0,90000000.0,6.5,101643008.0
103000000.0,457683805.0,2000.0,2.35,171.0,6521.0,103000000.0,8.5,187670866.0
102500000.0,212282709.0,2009.0,2.35,140.0,64599.0,100000000.0,7.0,97030725.0
102000000.0,358824714.0,2002.0,2.35,145.0,12546.0,102000000.0,7.7,132014112.0
102000000.0,130673154.0,2012.0,2.35,172.0,22686.0,102000000.0,7.5,27098580.0
100000000.0,878979634.0,2002.0,2.35,174.0,35672.0,100000000.0,7.4,261970615.0
100000000.0,513815401.0,1991.0,2.35,153.0,2829.0,102000000.0,8.5,204843350.0
100000000.0,336529144.0,1995.0,1.85,121.0,2880.0,100000000.0,5.4,184031112.0
100000000.0,331323410.0,2004.0,2.35,131.0,13679.0,100000000.0,6.9,173005002.0
100000000.0,449948323.0,2012.0,2.35,165.0,40978.0,100000000.0,8.5,162804648.0
100000000.0,310650574.0,2010.0,1.85,98.0,24082.0,100000000.0,5.5,148383780.0
100000000.0,365300000.0,1994.0,2.35,141.0,4528.0,115000000.0,7.2,146282411.0
100000000.0,267985456.0,2007.0,1.85,176.0,20354.0,100000000.0,7.8,130127620.0
100000000.0,236827677.0,2009.0,2.35,90.0,1227.0,100000000.0,7.0,124870275.0
100000000.0,170936470.0,2010.0,2.35,116.0,20233.0,100000000.0,6.7,119219978.0
100000000.0,391976723.0,2013.0,2.35,240.0,46057.0,100000000.0,8.2,116866727.0
100000000.0,262794441.0,2013.0,2.35,102.0,14552.0,100000000.0,6.7,107515297.0
100000000.0,234400000.0,1996.0,2.35,115.0,3454.0,100000000.0,6.1,101228120.0
100000000.0,325500000.0,1996.0,1.78,91.0,4842.0,100000000.0,6.9,100117603.0
100000000.0,169296573.0,2000.0,1.66,78.0,2039.0,100000000.0,7.3,89296573.0
100000000.0,311979256.0,2012.0,2.35,103.0,57881.0,92000000.0,6.7,85017401.0
100000000.0,99123656.0,2009.0,2.35,101.0,1738.0,100000000.0,6.8,77222184.0
100000000.0,249488115.0,2006.0,2.35,104.0,4487.0,100000000.0,5.1,75030163.0
100000000.0,212026975.0,1999.0,2.35,121.0,3903.0,83000000.0,5.7,66862068.0
100000000.0,96221971.0,2004.0,1.85,93.0,13748.0,90000000.0,5.2,59475623.0
100000000.0,145395745.0,2007.0,1.85,85.0,25590.0,100000000.0,6.8,58867694.0
100000000.0,171377916.0,2006.0,2.35,143.0,33160.0,100000000.0,8.0,57366262.0
100000000.0,139716717.0,2010.0,2.35,101.0,4286.0,80000000.0,7.0,55673333.0
100000000.0,121100000.0,1997.0,1.85,129.0,2031.0,105000000.0,7.2,54700065.0
100000000.0,69548641.0,2009.0,1.85,102.0,10552.0,100000000.0,5.4,49392095.0
100000000.0,82145379.0,2004.0,2.35,87.0,3144.0,100000000.0,3.3,40198710.0
100000000.0,209461378.0,2014.0,2.35,131.0,52610.0,90000000.0,6.1,39292022.0
100000000.0,91800000.0,2002.0,1.5,95.0,26940.0,140000000.0,7.1,38120554.0
100000000.0,97523020.0,2010.0,2.35,115.0,13761.0,100000000.0,6.9,35024475.0
100000000.0,103039258.0,2014.0,2.35,119.0,54031.0,100000000.0,6.3,23014504.0
100000000.0,59918422.0,2005.0,1.85,94.0,1195.0,84000000.0,2.2,17010646.0
100000000.0,13835130.0,1997.0,1.85,110.0,1722.0,10000000.0,7.3,10200000.0
100000000.0,7094995.0,2002.0,1.85,95.0,6161.0,100000000.0,3.8,4411102.0
99000000.0,244778411.0,2015.0,1.85,88.0,309.0,99000000.0,7.2,130174897.0
98000000.0,435040395.0,2001.0,2.35,130.0,15972.0,98000000.0,6.3,202007640.0
97000000.0,183124621.0,2002.0,2.35,216.0,47657.0,100000000.0,7.5,77679638.0
95000000.0,879765137.0,2012.0,2.35,88.0,25354.0,95000000.0,6.6,161317423.0
95000000.0,159691085.0,2001.0,2.35,152.0,4270.0,92000000.0,7.7,108638745.0
95000000.0,223050874.0,2010.0,2.35,118.0,14024.0,95000000.0,5.9,88761720.0
95000000.0,169511609.0,2010.0,2.35,98.0,25780.0,100000000.0,6.8,81557479.0
95000000.0,263900000.0,1997.0,2.35,126.0,39319.0,93000000.0,7.7,63540020.0
95000000.0,65700000.0,2000.0,1.85,89.0,3372.0,95000000.0,6.9,50802661.0
95000000.0,94894448.0,2009.0,2.35,135.0,2370.0,65000000.0,6.7,43982842.0
95000000.0,94894448.0,2009.0,2.35,135.0,2369.0,65000000.0,6.7,43982842.0
95000000.0,110623265.0,2014.0,2.35,102.0,17098.0,95000000.0,5.5,17176900.0
94000000.0,936429370.0,2003.0,1.85,100.0,5641.0,94000000.0,8.2,380838870.0
